Starting Simulation...
num_nodes is set 160
channel.cc:sendUp - Calc highestAntennaZ_ and distCST_
highestAntennaZ_ = 1.5,  distCST_ = 250.0
1) 119 receive (0) a RREP MaxSQ=1002, REC=501 ; MOY=1002 accepted 
7) 87 receive (9) a RREP MaxSQ=97, REC=11 ; MOY=13 accepted 
3) 14 receive (22) a RREP MaxSQ=66, REC=11 ; MOY=22 accepted 
5) 8 receive (0) a RREP MaxSQ=69, REC=11 ; MOY=13 accepted 
11) 129 receive (9) a RREP MaxSQ=2175, REC=11 ; MOY=197 accepted 
6) 8 receive (17) a RREP MaxSQ=85, REC=8 ; MOY=14 accepted 
5) 90 receive (17) a RREP MaxSQ=76, REC=11 ; MOY=15 accepted 
4) 14 receive (22) a RREP MaxSQ=88, REC=11 ; MOY=22 accepted 
5) 14 receive (22) a RREP MaxSQ=110, REC=11 ; MOY=22 accepted 
1) 14 receive (22) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 14 receive (22) a RREP MaxSQ=44, REC=11 ; MOY=22 accepted 
9) 135 receive (9) a RREP MaxSQ=98, REC=11 ; MOY=10 refused 
3) 14 receive (22) a RREP MaxSQ=66, REC=11 ; MOY=22 accepted 
10) 40 receive (9) a RREP MaxSQ=207, REC=11 ; MOY=20 accepted 
10) 17 receive (17) a RREP MaxSQ=2121, REC=10 ; MOY=212 accepted 
4) 14 receive (22) a RREP MaxSQ=88, REC=11 ; MOY=22 accepted 
5) 14 receive (22) a RREP MaxSQ=110, REC=11 ; MOY=22 accepted 
6) 14 receive (22) a RREP MaxSQ=132, REC=11 ; MOY=22 accepted 
5) 42 receive (0) a RREP MaxSQ=22067, REC=11 ; MOY=4413 accepted 
1) 125 receive (0) a RREP MaxSQ=39002, REC=19501 ; MOY=39002 accepted 
4) 109 receive (0) a RREP MaxSQ=39064, REC=19501 ; MOY=9766 refused 
8) 149 receive (12) a RREP MaxSQ=18117, REC=11 ; MOY=2264 accepted 
10) 74 receive (25) a RREP MaxSQ=141, REC=10 ; MOY=14 accepted 
1) 158 receive (19) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
11) 74 receive (12) a RREP MaxSQ=165, REC=12 ; MOY=15 accepted 
1) 109 receive (4) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
9) 47 receive (12) a RREP MaxSQ=99, REC=12 ; MOY=11 refused 
11) 40 receive (22) a RREP MaxSQ=229, REC=11 ; MOY=20 accepted 
7) 18 receive (9) a RREP MaxSQ=126, REC=11 ; MOY=18 accepted 
7) 14 receive (22) a RREP MaxSQ=154, REC=11 ; MOY=22 accepted 
1) 14 receive (22) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 14 receive (22) a RREP MaxSQ=44, REC=11 ; MOY=22 accepted 
3) 14 receive (22) a RREP MaxSQ=66, REC=11 ; MOY=22 accepted 
9) 58 receive (17) a RREP MaxSQ=111, REC=12 ; MOY=12 accepted 
10) 58 receive (24) a RREP MaxSQ=134, REC=11 ; MOY=13 accepted 
4) 14 receive (22) a RREP MaxSQ=88, REC=11 ; MOY=22 accepted 
5) 14 receive (22) a RREP MaxSQ=110, REC=11 ; MOY=22 accepted 
6) 144 receive (9) a RREP MaxSQ=68, REC=11 ; MOY=11 accepted 
7) 144 receive (22) a RREP MaxSQ=90, REC=11 ; MOY=12 accepted 
11) 58 receive (24) a RREP MaxSQ=159, REC=12 ; MOY=14 accepted 
6) 14 receive (22) a RREP MaxSQ=132, REC=11 ; MOY=22 accepted 
7) 14 receive (22) a RREP MaxSQ=154, REC=11 ; MOY=22 accepted 
8) 14 receive (22) a RREP MaxSQ=176, REC=11 ; MOY=22 accepted 
7) 13 receive (17) a RREP MaxSQ=120, REC=12 ; MOY=17 accepted 
8) 13 receive (24) a RREP MaxSQ=145, REC=12 ; MOY=18 accepted 
9) 14 receive (22) a RREP MaxSQ=200, REC=12 ; MOY=22 accepted 
1) 66 receive (14003) a RREP MaxSQ=40002, REC=20001 ; MOY=40002 accepted 
10) 14 receive (24) a RREP MaxSQ=225, REC=12 ; MOY=22 accepted 
1) 11 receive (0) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
9) 13 receive (25) a RREP MaxSQ=167, REC=11 ; MOY=18 accepted 
5) 68 receive (9) a RREP MaxSQ=5064, REC=11 ; MOY=1012 accepted 
4) 20 receive (0) a RREP MaxSQ=70041, REC=20001 ; MOY=17510 refused 
4) 145 receive (9) a RREP MaxSQ=62, REC=11 ; MOY=15 accepted 
8) 96 receive (9) a RREP MaxSQ=5112, REC=11 ; MOY=639 accepted 
7) 152 receive (19) a RREP MaxSQ=51088, REC=11 ; MOY=7298 accepted 
2) 66 receive (9) a RREP MaxSQ=40024, REC=11 ; MOY=20012 accepted 
1) 20 receive (0) a RREP MaxSQ=22, REC=11 ; MOY=22 accepted 
2) 20 receive (20) a RREP MaxSQ=38, REC=8 ; MOY=19 accepted 
8) 152 receive (22) a RREP MaxSQ=51110, REC=11 ; MOY=6388 accepted 
2) 11 receive (22) a RREP MaxSQ=44, REC=11 ; MOY=22 accepted 
3) 66 receive (22) a RREP MaxSQ=40046, REC=11 ; MOY=13348 accepted 
3) 20 receive (22) a RREP MaxSQ=60, REC=11 ; MOY=20 accepted 
3) 11 receive (22) a RREP MaxSQ=66, REC=11 ; MOY=22 accepted 
4) 20 receive (22) a RREP MaxSQ=82, REC=11 ; MOY=20 accepted 
4) 11 receive (22) a RREP MaxSQ=88, REC=11 ; MOY=22 accepted 
11) 14 receive (25) a RREP MaxSQ=247, REC=11 ; MOY=22 accepted 
10) 13 receive (25) a RREP MaxSQ=189, REC=11 ; MOY=18 accepted 
2) 125 receive (39002) a RREP MaxSQ=80004, REC=20501 ; MOY=40002 accepted 
8) 144 receive (22) a RREP MaxSQ=115, REC=12 ; MOY=14 accepted 
3) 125 receive (19) a RREP MaxSQ=80020, REC=8 ; MOY=26673 accepted 
9) 149 receive (23) a RREP MaxSQ=18142, REC=12 ; MOY=2015 accepted 
6) 42 receive (23) a RREP MaxSQ=22092, REC=12 ; MOY=3682 accepted 
4) 125 receive (4) a RREP MaxSQ=80045, REC=12 ; MOY=20011 accepted 
3) 121 receive (9) a RREP MaxSQ=67, REC=12 ; MOY=22 accepted 
5) 125 receive (19) a RREP MaxSQ=80063, REC=9 ; MOY=16012 accepted 
9) 144 receive (25) a RREP MaxSQ=140, REC=12 ; MOY=15 accepted 
6) 125 receive (25) a RREP MaxSQ=80085, REC=11 ; MOY=13347 accepted 
10) 149 receive (25) a RREP MaxSQ=18167, REC=12 ; MOY=1816 accepted 
1) 3 receive (23) a RREP MaxSQ=25, REC=12 ; MOY=25 accepted 
4) 121 receive (25) a RREP MaxSQ=90, REC=11 ; MOY=22 accepted 
1) 135 receive (9) a RREP MaxSQ=25, REC=12 ; MOY=25 accepted 
10) 144 receive (25) a RREP MaxSQ=165, REC=12 ; MOY=16 accepted 
11) 17 receive (22) a RREP MaxSQ=2147, REC=13 ; MOY=195 accepted 
9) 62 receive (22) a RREP MaxSQ=151, REC=13 ; MOY=16 accepted 
2) 135 receive (25) a RREP MaxSQ=51, REC=13 ; MOY=25 accepted 
11) 144 receive (25) a RREP MaxSQ=191, REC=13 ; MOY=17 accepted 
11) 149 receive (25) a RREP MaxSQ=18193, REC=13 ; MOY=1653 accepted 
5) 121 receive (25) a RREP MaxSQ=114, REC=12 ; MOY=22 accepted 
7) 42 receive (25) a RREP MaxSQ=22117, REC=12 ; MOY=3159 accepted 
8) 42 receive (25) a RREP MaxSQ=22143, REC=13 ; MOY=2767 accepted 
7) 125 receive (25) a RREP MaxSQ=80110, REC=12 ; MOY=11444 accepted 
2) 3 receive (25) a RREP MaxSQ=50, REC=12 ; MOY=25 accepted 
8) 125 receive (25) a RREP MaxSQ=80136, REC=13 ; MOY=10017 accepted 
3) 3 receive (25) a RREP MaxSQ=76, REC=13 ; MOY=25 accepted 
11) 131 receive (25) a RREP MaxSQ=196, REC=13 ; MOY=17 accepted 
11) 108 receive (22) a RREP MaxSQ=168, REC=13 ; MOY=15 accepted 
4) 66 receive (0) a RREP MaxSQ=82048, REC=21001 ; MOY=20512 refused 
8) 138 receive (22) a RREP MaxSQ=110, REC=13 ; MOY=13 accepted 
12) 74 receive (25) a RREP MaxSQ=192, REC=13 ; MOY=16 accepted 
4) 1 receive (26) a RREP MaxSQ=78, REC=13 ; MOY=19 accepted 
2) 81 receive (17) a RREP MaxSQ=43, REC=13 ; MOY=21 accepted 
7) 159 receive (17) a RREP MaxSQ=109, REC=13 ; MOY=15 accepted 
1) 4 receive (26) a RREP MaxSQ=27, REC=13 ; MOY=27 accepted 
9) 138 receive (0) a RREP MaxSQ=116, REC=3 ; MOY=12 accepted 
12) 58 receive (0) a RREP MaxSQ=165, REC=3 ; MOY=13 accepted 
12) 108 receive (0) a RREP MaxSQ=174, REC=3 ; MOY=14 accepted 
1) 2 receive (5) a RREP MaxSQ=6, REC=3 ; MOY=6 accepted 
12) 69 receive (0) a RREP MaxSQ=44199, REC=22001 ; MOY=3683 refused 
13) 108 receive (19) a RREP MaxSQ=202, REC=14 ; MOY=15 accepted 
8) 22 receive (15) a RREP MaxSQ=107, REC=14 ; MOY=13 refused 
6) 119 receive (1003) a RREP MaxSQ=45094, REC=22501 ; MOY=7515 refused 
1) 22 receive (15) a RREP MaxSQ=28, REC=14 ; MOY=28 accepted 
11) 13 receive (25) a RREP MaxSQ=217, REC=14 ; MOY=19 accepted 
12) 144 receive (26) a RREP MaxSQ=219, REC=14 ; MOY=18 accepted 
7) 82 receive (23) a RREP MaxSQ=133, REC=14 ; MOY=19 accepted 
10) 112 receive (23) a RREP MaxSQ=180, REC=14 ; MOY=18 accepted 
9) 125 receive (27) a RREP MaxSQ=80164, REC=14 ; MOY=8907 accepted 
1) 3 receive (27) a RREP MaxSQ=28, REC=14 ; MOY=28 accepted 
12) 17 receive (26) a RREP MaxSQ=2176, REC=14 ; MOY=181 accepted 
12) 13 receive (28) a RREP MaxSQ=246, REC=14 ; MOY=20 accepted 
13) 144 receive (28) a RREP MaxSQ=248, REC=14 ; MOY=19 accepted 
8) 82 receive (28) a RREP MaxSQ=162, REC=14 ; MOY=20 accepted 
11) 112 receive (28) a RREP MaxSQ=209, REC=14 ; MOY=19 accepted 
10) 125 receive (28) a RREP MaxSQ=80193, REC=14 ; MOY=8019 accepted 
2) 3 receive (28) a RREP MaxSQ=57, REC=14 ; MOY=28 accepted 
1) 13 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
2) 13 receive (29) a RREP MaxSQ=58, REC=14 ; MOY=29 accepted 
3) 118 receive (12) a RREP MaxSQ=58, REC=14 ; MOY=19 accepted 
6) 71 receive (9) a RREP MaxSQ=80, REC=15 ; MOY=13 refused 
18) 76 receive (16003) a RREP MaxSQ=81246, REC=23001 ; MOY=4513 refused 
3) 13 receive (29) a RREP MaxSQ=87, REC=14 ; MOY=29 accepted 
2) 109 receive (23) a RREP MaxSQ=51, REC=14 ; MOY=25 accepted 
1) 13 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
1) 119 receive (1003) a RREP MaxSQ=47002, REC=23501 ; MOY=47002 accepted 
2) 119 receive (13) a RREP MaxSQ=47031, REC=14 ; MOY=23515 accepted 
5) 20 receive (23) a RREP MaxSQ=111, REC=14 ; MOY=22 accepted 
5) 11 receive (23) a RREP MaxSQ=117, REC=14 ; MOY=23 accepted 
6) 20 receive (29) a RREP MaxSQ=140, REC=14 ; MOY=23 accepted 
6) 11 receive (29) a RREP MaxSQ=139, REC=11 ; MOY=23 accepted 
2) 13 receive (29) a RREP MaxSQ=58, REC=14 ; MOY=29 accepted 
7) 11 receive (29) a RREP MaxSQ=168, REC=14 ; MOY=24 accepted 
1) 66 receive (40003) a RREP MaxSQ=47002, REC=23501 ; MOY=47002 accepted 
2) 66 receive (23) a RREP MaxSQ=47031, REC=14 ; MOY=23515 accepted 
12) 40 receive (23) a RREP MaxSQ=258, REC=14 ; MOY=21 accepted 
8) 11 receive (29) a RREP MaxSQ=190, REC=11 ; MOY=23 accepted 
3) 13 receive (29) a RREP MaxSQ=87, REC=14 ; MOY=29 accepted 
9) 11 receive (29) a RREP MaxSQ=212, REC=11 ; MOY=23 accepted 
4) 13 receive (29) a RREP MaxSQ=116, REC=14 ; MOY=29 accepted 
1) 13 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
2) 22 receive (0) a RREP MaxSQ=48030, REC=24001 ; MOY=24015 accepted 
8) 18 receive (23) a RREP MaxSQ=155, REC=14 ; MOY=19 accepted 
2) 13 receive (0) a RREP MaxSQ=48031, REC=24001 ; MOY=24015 accepted 
3) 13 receive (29) a RREP MaxSQ=48060, REC=14 ; MOY=16020 accepted 
4) 13 receive (29) a RREP MaxSQ=48089, REC=14 ; MOY=12022 accepted 
4) 16 receive (7) a RREP MaxSQ=65, REC=16 ; MOY=16 accepted 
5) 13 receive (29) a RREP MaxSQ=48118, REC=14 ; MOY=9623 accepted 
6) 90 receive (23) a RREP MaxSQ=105, REC=14 ; MOY=17 accepted 
9) 152 receive (23) a RREP MaxSQ=51139, REC=14 ; MOY=5682 accepted 
5) 88 receive (23) a RREP MaxSQ=101, REC=14 ; MOY=20 accepted 
6) 13 receive (29) a RREP MaxSQ=48147, REC=14 ; MOY=8024 accepted 
10) 152 receive (29) a RREP MaxSQ=51168, REC=14 ; MOY=5116 accepted 
9) 42 receive (26) a RREP MaxSQ=22172, REC=14 ; MOY=2463 accepted 
7) 13 receive (29) a RREP MaxSQ=48176, REC=14 ; MOY=6882 accepted 
9) 18 receive (29) a RREP MaxSQ=184, REC=14 ; MOY=20 accepted 
6) 88 receive (29) a RREP MaxSQ=130, REC=14 ; MOY=21 accepted 
10) 42 receive (29) a RREP MaxSQ=22201, REC=14 ; MOY=2220 accepted 
10) 18 receive (29) a RREP MaxSQ=213, REC=14 ; MOY=21 accepted 
11) 42 receive (29) a RREP MaxSQ=22230, REC=14 ; MOY=2020 accepted 
11) 18 receive (29) a RREP MaxSQ=242, REC=14 ; MOY=22 accepted 
1) 13 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
2) 13 receive (29) a RREP MaxSQ=58, REC=14 ; MOY=29 accepted 
3) 13 receive (29) a RREP MaxSQ=87, REC=14 ; MOY=29 accepted 
12) 149 receive (26) a RREP MaxSQ=18222, REC=14 ; MOY=1518 accepted 
1) 71 receive (9) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
3) 79 receive (23) a RREP MaxSQ=67, REC=14 ; MOY=22 accepted 
7) 36 receive (0) a RREP MaxSQ=49103, REC=24501 ; MOY=7014 refused 
4) 13 receive (29) a RREP MaxSQ=116, REC=14 ; MOY=29 accepted 
13) 149 receive (29) a RREP MaxSQ=18251, REC=14 ; MOY=1403 accepted 
5) 13 receive (29) a RREP MaxSQ=145, REC=14 ; MOY=29 accepted 
2) 71 receive (33) a RREP MaxSQ=41, REC=4 ; MOY=20 accepted 
3) 71 receive (17) a RREP MaxSQ=56, REC=7 ; MOY=18 accepted 
2) 158 receive (23) a RREP MaxSQ=51, REC=14 ; MOY=25 accepted 
1) 69 receive (0) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
9) 78 receive (23) a RREP MaxSQ=33172, REC=14 ; MOY=3685 accepted 
6) 121 receive (26) a RREP MaxSQ=147, REC=16 ; MOY=24 accepted 
14) 149 receive (29) a RREP MaxSQ=18280, REC=14 ; MOY=1305 accepted 
4) 79 receive (29) a RREP MaxSQ=96, REC=14 ; MOY=24 accepted 
10) 78 receive (29) a RREP MaxSQ=33201, REC=14 ; MOY=3320 accepted 
6) 13 receive (29) a RREP MaxSQ=174, REC=14 ; MOY=29 accepted 
7) 13 receive (29) a RREP MaxSQ=203, REC=14 ; MOY=29 accepted 
11) 78 receive (29) a RREP MaxSQ=33230, REC=14 ; MOY=3020 accepted 
15) 149 receive (29) a RREP MaxSQ=18309, REC=14 ; MOY=1220 accepted 
12) 78 receive (29) a RREP MaxSQ=33259, REC=14 ; MOY=2771 accepted 
16) 149 receive (29) a RREP MaxSQ=18338, REC=14 ; MOY=1146 accepted 
8) 13 receive (29) a RREP MaxSQ=236, REC=16 ; MOY=29 accepted 
9) 13 receive (33) a RREP MaxSQ=265, REC=14 ; MOY=29 accepted 
3) 22 receive (48002) a RREP MaxSQ=98032, REC=25001 ; MOY=32677 accepted 
1) 13 receive (33) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
2) 13 receive (48002) a RREP MaxSQ=50035, REC=25001 ; MOY=25017 accepted 
3) 70 receive (0) a RREP MaxSQ=45, REC=4 ; MOY=15 accepted 
1) 148 receive (0) a RREP MaxSQ=8, REC=4 ; MOY=8 accepted 
1) 2 receive (7) a RREP MaxSQ=8, REC=4 ; MOY=8 accepted 
1) 13 receive (33) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
4) 22 receive (50002) a RREP MaxSQ=150034, REC=26001 ; MOY=37508 accepted 
2) 13 receive (50002) a RREP MaxSQ=52035, REC=26001 ; MOY=26017 accepted 
7) 8 receive (24) a RREP MaxSQ=118, REC=16 ; MOY=16 accepted 
3) 13 receive (33) a RREP MaxSQ=52068, REC=16 ; MOY=17356 accepted 
8) 8 receive (33) a RREP MaxSQ=152, REC=17 ; MOY=19 accepted 
4) 13 receive (33) a RREP MaxSQ=52102, REC=17 ; MOY=13025 accepted 
4) 9 receive (0) a RREP MaxSQ=53028, REC=26501 ; MOY=13257 refused 
1) 8 receive (34) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
1) 84 receive (13) a RREP MaxSQ=14, REC=7 ; MOY=14 accepted 
1) 36 receive (0) a RREP MaxSQ=54002, REC=27001 ; MOY=54002 accepted 
2) 8 receive (34) a RREP MaxSQ=69, REC=17 ; MOY=34 accepted 
1) 9 receive (0) a RREP MaxSQ=55002, REC=27501 ; MOY=55002 accepted 
1) 2 receive (0) a RREP MaxSQ=55002, REC=27501 ; MOY=55002 accepted 
4) 19 receive (12) a RREP MaxSQ=35, REC=6 ; MOY=8 accepted 
4) 50 receive (0) a RREP MaxSQ=57, REC=6 ; MOY=14 accepted 
2) 84 receive (14) a RREP MaxSQ=27, REC=6 ; MOY=13 accepted 
8) 122 receive (0) a RREP MaxSQ=55101, REC=27501 ; MOY=6887 refused 
3) 8 receive (0) a RREP MaxSQ=54071, REC=27001 ; MOY=18023 refused 
2) 9 receive (0) a RREP MaxSQ=111004, REC=28001 ; MOY=55502 accepted 
1) 2 receive (0) a RREP MaxSQ=56002, REC=28001 ; MOY=56002 accepted 
2) 103 receive (0) a RREP MaxSQ=31, REC=5 ; MOY=15 accepted 
2) 2 receive (9) a RREP MaxSQ=56013, REC=5 ; MOY=28006 accepted 
2) 36 receive (0) a RREP MaxSQ=111004, REC=28501 ; MOY=55502 accepted 
13) 17 receive (0) a RREP MaxSQ=59178, REC=28501 ; MOY=4552 refused 
3) 9 receive (0) a RREP MaxSQ=111033, REC=14 ; MOY=37011 accepted 
14) 108 receive (27) a RREP MaxSQ=231, REC=14 ; MOY=16 accepted 
10) 138 receive (27) a RREP MaxSQ=145, REC=14 ; MOY=14 accepted 
1) 47 receive (16) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
10) 62 receive (24) a RREP MaxSQ=180, REC=14 ; MOY=18 accepted 
4) 105 receive (24) a RREP MaxSQ=96, REC=14 ; MOY=24 accepted 
1) 4 receive (28) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
1) 122 receive (5) a RREP MaxSQ=13, REC=6 ; MOY=13 accepted 
1) 2 receive (12) a RREP MaxSQ=13, REC=6 ; MOY=13 accepted 
5) 22 receive (52002) a RREP MaxSQ=209036, REC=29501 ; MOY=41807 accepted 
1) 8 receive (0) a RREP MaxSQ=59002, REC=29501 ; MOY=59002 accepted 
1) 17 receive (29) a RREP MaxSQ=36, REC=18 ; MOY=36 accepted 
2) 8 receive (35) a RREP MaxSQ=59038, REC=18 ; MOY=29519 accepted 
12) 131 receive (27) a RREP MaxSQ=226, REC=15 ; MOY=18 accepted 
1) 108 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
2) 108 receive (29) a RREP MaxSQ=59, REC=15 ; MOY=29 accepted 
2) 59 receive (0) a RREP MaxSQ=37, REC=14 ; MOY=18 accepted 
13) 74 receive (27) a RREP MaxSQ=221, REC=14 ; MOY=17 accepted 
5) 19 receive (0) a RREP MaxSQ=64, REC=14 ; MOY=12 refused 
4) 33 receive (17) a RREP MaxSQ=55, REC=14 ; MOY=13 refused 
9) 39 receive (26) a RREP MaxSQ=141, REC=14 ; MOY=15 accepted 
13) 131 receive (30) a RREP MaxSQ=255, REC=14 ; MOY=19 accepted 
14) 74 receive (29) a RREP MaxSQ=250, REC=14 ; MOY=17 accepted 
15) 74 receive (29) a RREP MaxSQ=279, REC=14 ; MOY=18 accepted 
1) 19 receive (0) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
3) 108 receive (30) a RREP MaxSQ=88, REC=14 ; MOY=29 accepted 
1) 2 receive (56003) a RREP MaxSQ=61002, REC=30501 ; MOY=61002 accepted 
3) 103 receive (12) a RREP MaxSQ=46, REC=7 ; MOY=15 accepted 
2) 2 receive (14) a RREP MaxSQ=61017, REC=7 ; MOY=30508 accepted 
1) 2 receive (61002) a RREP MaxSQ=62002, REC=31001 ; MOY=62002 accepted 
2) 122 receive (14) a RREP MaxSQ=30, REC=8 ; MOY=15 accepted 
2) 2 receive (16) a RREP MaxSQ=62019, REC=8 ; MOY=31009 accepted 
4) 108 receive (0) a RREP MaxSQ=60090, REC=30001 ; MOY=15022 refused 
6) 22 receive (0) a RREP MaxSQ=272038, REC=31501 ; MOY=45339 accepted 
13) 58 receive (0) a RREP MaxSQ=63167, REC=31501 ; MOY=4859 refused 
3) 2 receive (26) a RREP MaxSQ=62049, REC=15 ; MOY=20683 accepted 
4) 103 receive (0) a RREP MaxSQ=76, REC=15 ; MOY=19 accepted 
2) 107 receive (22) a RREP MaxSQ=51, REC=15 ; MOY=25 accepted 
2) 19 receive (30) a RREP MaxSQ=59, REC=15 ; MOY=29 accepted 
4) 71 receive (17) a RREP MaxSQ=86, REC=15 ; MOY=21 accepted 
5) 13 receive (22) a RREP MaxSQ=52132, REC=15 ; MOY=10426 accepted 
7) 121 receive (22) a RREP MaxSQ=177, REC=15 ; MOY=25 accepted 
10) 39 receive (30) a RREP MaxSQ=171, REC=15 ; MOY=17 accepted 
1) 4 receive (30) a RREP MaxSQ=30, REC=15 ; MOY=30 accepted 
8) 121 receive (34) a RREP MaxSQ=209, REC=16 ; MOY=26 accepted 
9) 121 receive (34) a RREP MaxSQ=231, REC=11 ; MOY=25 accepted 
10) 121 receive (34) a RREP MaxSQ=239, REC=4 ; MOY=23 accepted 
11) 121 receive (34) a RREP MaxSQ=247, REC=4 ; MOY=22 accepted 
7) 22 receive (63002) a RREP MaxSQ=336040, REC=32001 ; MOY=48005 accepted 
6) 13 receive (0) a RREP MaxSQ=116134, REC=32001 ; MOY=19355 refused 
4) 9 receive (30) a RREP MaxSQ=111065, REC=16 ; MOY=27766 accepted 
4) 2 receive (30) a RREP MaxSQ=62081, REC=16 ; MOY=15520 accepted 
3) 122 receive (26) a RREP MaxSQ=62, REC=16 ; MOY=20 accepted 
7) 132 receive (26) a RREP MaxSQ=112, REC=16 ; MOY=16 accepted 
1) 134 receive (0) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
3) 81 receive (28) a RREP MaxSQ=75, REC=16 ; MOY=25 accepted 
8) 159 receive (28) a RREP MaxSQ=141, REC=16 ; MOY=17 accepted 
1) 4 receive (31) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
11) 39 receive (31) a RREP MaxSQ=203, REC=16 ; MOY=18 accepted 
1) 49 receive (0) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
14) 131 receive (30) a RREP MaxSQ=287, REC=16 ; MOY=20 accepted 
1) 33 receive (17) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
1) 108 receive (30) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
12) 39 receive (32) a RREP MaxSQ=235, REC=16 ; MOY=19 accepted 
1) 122 receive (32) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
2) 122 receive (32) a RREP MaxSQ=64, REC=16 ; MOY=32 accepted 
1) 126 receive (0) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
3) 107 receive (30) a RREP MaxSQ=84, REC=16 ; MOY=28 accepted 
3) 122 receive (32) a RREP MaxSQ=97, REC=16 ; MOY=32 accepted 
4) 122 receive (0) a RREP MaxSQ=65099, REC=32501 ; MOY=16274 refused 
5) 103 receive (30) a RREP MaxSQ=108, REC=16 ; MOY=21 accepted 
1) 122 receive (33) a RREP MaxSQ=32, REC=16 ; MOY=32 accepted 
1) 2 receive (62002) a RREP MaxSQ=66002, REC=33001 ; MOY=66002 accepted 
1) 2 receive (66002) a RREP MaxSQ=67002, REC=33501 ; MOY=67002 accepted 
6) 103 receive (16) a RREP MaxSQ=128, REC=10 ; MOY=21 accepted 
2) 2 receive (18) a RREP MaxSQ=67022, REC=10 ; MOY=33511 accepted 
1) 144 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
13) 40 receive (30) a RREP MaxSQ=292, REC=17 ; MOY=22 accepted 
2) 144 receive (29) a RREP MaxSQ=63, REC=17 ; MOY=31 accepted 
5) 71 receive (34) a RREP MaxSQ=123, REC=18 ; MOY=24 accepted 
8) 22 receive (59003) a RREP MaxSQ=404042, REC=34001 ; MOY=50505 accepted 
6) 71 receive (0) a RREP MaxSQ=68125, REC=34001 ; MOY=11354 refused 
1) 2 receive (67002) a RREP MaxSQ=69002, REC=34501 ; MOY=69002 accepted 
2) 146 receive (0) a RREP MaxSQ=35, REC=11 ; MOY=17 accepted 
7) 103 receive (21) a RREP MaxSQ=150, REC=11 ; MOY=21 accepted 
2) 2 receive (21) a RREP MaxSQ=69024, REC=11 ; MOY=34512 accepted 
9) 22 receive (29) a RREP MaxSQ=404078, REC=18 ; MOY=44897 accepted 
15) 131 receive (21) a RREP MaxSQ=323, REC=18 ; MOY=21 accepted 
1) 58 receive (26) a RREP MaxSQ=36, REC=18 ; MOY=36 accepted 
2) 58 receive (36) a RREP MaxSQ=73, REC=18 ; MOY=36 accepted 
1) 97 receive (0) a RREP MaxSQ=34, REC=17 ; MOY=34 accepted 
17) 117 receive (26) a RREP MaxSQ=255, REC=17 ; MOY=15 refused 
3) 58 receive (37) a RREP MaxSQ=107, REC=17 ; MOY=35 accepted 
10) 22 receive (36) a RREP MaxSQ=404116, REC=19 ; MOY=40411 accepted 
16) 131 receive (36) a RREP MaxSQ=361, REC=19 ; MOY=22 accepted 
11) 22 receive (64002) a RREP MaxSQ=475118, REC=35501 ; MOY=43192 accepted 
5) 25 receive (0) a RREP MaxSQ=71057, REC=35501 ; MOY=14211 refused 
17) 131 receive (0) a RREP MaxSQ=70363, REC=35001 ; MOY=4139 refused 
12) 42 receive (30) a RREP MaxSQ=22267, REC=18 ; MOY=1855 accepted 
2) 69 receive (30) a RREP MaxSQ=66, REC=18 ; MOY=33 accepted 
4) 58 receive (37) a RREP MaxSQ=141, REC=17 ; MOY=35 accepted 
1) 3 receive (30) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
12) 18 receive (30) a RREP MaxSQ=276, REC=17 ; MOY=23 accepted 
13) 18 receive (34) a RREP MaxSQ=305, REC=14 ; MOY=23 accepted 
14) 18 receive (34) a RREP MaxSQ=334, REC=14 ; MOY=23 accepted 
15) 18 receive (34) a RREP MaxSQ=356, REC=11 ; MOY=23 accepted 
